timestamp,c,h,l,o
2018-02-16T00:00:00Z,10226.401935009399,10226.401935009399,10034.67328631106,10034.67328631106
2018-02-16T01:00:00Z,10254.76035666299,10254.76035666299,10170.431054819735,10236.180571410561
2018-02-16T02:00:00Z,10176.86804723077,10275.657358346858,10176.86804723077,10275.657358346858
2018-02-16T03:00:00Z,10110.740353220925,10211.570155847756,10070.372299279717,10179.77753330096
2018-02-16T04:00:00Z,9987.215325285599,10103.26931584903,9974.427131770866,10103.26931584903
2018-02-16T05:00:00Z,10102.312317393324,10131.175540207183,10032.66630283861,10032.873139777343
2018-02-16T06:00:00Z,9904.846591365513,10113.152158050872,9904.846591365513,10085.72314477473
2018-02-16T07:00:00Z,9815.380041219845,9923.51010760805,9815.380041219845,9863.611839387357
2018-02-16T08:00:00Z,9965.465163206532,9965.465163206532,9779.824003931939,9779.824003931939
2018-02-16T09:00:00Z,9896.971595884304,9981.947346991408,9896.971595884304,9911.499348601441
2018-02-16T10:00:00Z,9834.680387923532,9887.19361795536,9807.071207481013,9887.19361795536
2018-02-16T11:00:00Z,9821.154201688025,9838.319932629183,9734.138268862833,9785.160149325808
2018-02-16T12:00:00Z,9869.333286216208,9871.415367761143,9792.04843861262,9844.737974822274
2018-02-16T13:00:00Z,9858.751050608907,9948.489973937512,9858.751050608907,9879.020455403852
2018-02-16T14:00:00Z,10112.6,10112.6,9867.803751393772,9867.803751393772
2018-02-16T15:00:00Z,10124.9,10155.4,10103.8,10103.8
2018-02-16T16:00:00Z,10175,10175,10102.8,10113.8
2018-02-16T17:00:00Z,10130.3,10173,10111.3,10173
2018-02-16T18:00:00Z,10007.9,10129.8,9994.29,10129.8
2018-02-16T19:00:00Z,10057.7,10057.7,10012.2,10012.9
2018-02-16T20:00:00Z,10056.5,10092.2,10047.4,10075.1
2018-02-16T21:00:00Z,10133.9,10143.1,10054.3,10054.3
2018-02-16T22:00:00Z,10211.5,10223.8,10114,10141.2
2018-02-16T23:00:00Z,10236.5,10250.1,10227.1,10233.1
2018-02-17T00:00:00Z,10219.9,10233.9,10149.4,10233.9
2018-02-17T01:00:00Z,10352,10353.1,10218.3,10218.3
2018-02-17T02:00:00Z,10448.7,10484.3,10352.1,10352.1
2018-02-17T03:00:00Z,10503.7,10503.7,10425.9,10425.9
2018-02-17T04:00:00Z,10568,10585.9,10501.5,10511.2
2018-02-17T05:00:00Z,10571.2,10591.3,10547.1,10578
2018-02-17T06:00:00Z,10739.1,10747.8,10576.5,10576.5
2018-02-17T07:00:00Z,10752.3,10777.8,10724.5,10777.8
2018-02-17T08:00:00Z,10897.6,10898.9,10762.2,10765.9
2018-02-17T09:00:00Z,10817.8,10904.6,10817.8,10877.5
2018-02-17T10:00:00Z,10764.1,10820.4,10712.6,10777.3
2018-02-17T11:00:00Z,10824.7,10824.7,10740.9,10741.4
